ID;Reason for absence;Month of absence;Day of the week;Seasons;Transportation expense;Distance from Residence to Faculty;Study time;Age;Study load Average/day ;Hit target;Disciplinary failure;Education;Son;Social drinker;Social smoker;Pet;Weight;Height;Body mass index;Email;absenteeism per session
15;28;7;5;1;291;31;12;24;230.29;92;0;1;1;1;0;1;73;171;25;imez796u@esprit.com;1
7;23;7;5;1;279;5;14;23;230.29;92;0;1;2;1;1;0;68;168;24;f9hxr95z@esprit.com;2
3;25;8;5;1;179;51;18;23;249.797;93;0;1;0;1;0;0;89;170;31;2f2azdan@esprit.com;4
17;25;8;2;1;179;22;17;24;249.797;93;0;2;2;0;1;0;63;170;22;li96p3l0@esprit.com;1
24;28;8;3;1;246;25;16;24;249.797;93;0;1;0;1;0;0;67;170;23;rhwl6myk@esprit.com;4
34;28;8;3;1;118;10;10;22;249.797;93;0;1;0;0;0;0;83;172;28;r7sstd6m@esprit.com;4
11;26;8;3;1;289;36;13;20;249.797;93;0;1;2;1;0;1;90;172;30;6nlw323n@esprit.com;8
5;26;8;3;1;235;20;13;25;249.797;93;0;1;1;1;0;0;106;167;38;h13la3nc@esprit.com;8
15;28;8;5;1;291;31;12;24;249.797;93;0;1;1;1;0;1;73;171;25;zhzlwgby@esprit.com;4
3;25;8;2;1;179;51;18;23;249.797;93;0;1;0;1;0;0;89;170;31;lkwfvxpt@esprit.com;4
17;25;8;3;1;179;22;17;24;249.797;93;0;2;2;0;1;0;63;170;22;e1dupak9@esprit.com;8
18;23;8;5;1;330;16;4;18;249.797;93;0;2;0;0;0;0;84;182;25;abu1eemt@esprit.com;16
1;23;8;3;1;235;11;14;22;249.797;93;0;3;1;0;0;1;88;172;29;mfz5ssxq@esprit.com;4
24;28;8;3;1;246;25;16;24;249.797;93;0;1;0;1;0;0;67;170;23;6vwwq9lk@esprit.com;1
34;28;8;3;1;118;10;10;22;249.797;93;0;1;0;0;0;0;83;172;28;gptfk8yu@esprit.com;5
15;28;8;5;1;291;31;12;24;249.797;93;0;1;1;1;0;1;73;171;25;m0pzkp2k@esprit.com;2
20;28;8;2;1;260;50;11;22;249.797;93;0;1;4;1;0;0;65;168;23;e3g6512v@esprit.com;3
24;28;9;3;1;246;25;16;24;261.756;87;0;1;0;1;0;0;67;170;23;7a0wounn@esprit.com;1
24;28;9;3;1;246;25;16;24;261.756;87;0;1;0;1;0;0;67;170;23;2e86yd4i@esprit.com;1
34;28;9;3;1;118;10;10;22;261.756;87;0;1;0;0;0;0;83;172;28;wheu3iq3@esprit.com;3
14;23;9;3;1;155;12;14;21;261.756;87;0;1;2;1;0;0;95;196;25;xrp4rguo@esprit.com;2
15;28;9;5;1;291;31;12;24;261.756;87;0;1;1;1;0;1;73;171;25;19wg66fq@esprit.com;2
22;23;9;6;1;179;26;9;19;261.756;87;0;3;0;0;0;0;56;171;19;eio6hny5@esprit.com;8
33;23;9;6;1;248;25;14;27;261.756;87;0;1;2;0;0;1;86;165;32;06jo8irl@esprit.com;1
3;23;9;2;1;179;51;18;23;261.756;87;0;1;0;1;0;0;89;170;31;iyrbtqtx@esprit.com;4
28;23;9;4;1;225;26;9;18;261.756;87;0;1;1;0;0;2;69;169;24;tbd1npif@esprit.com;1
22;23;9;2;1;179;26;9;19;261.756;87;0;3;0;0;0;0;56;171;19;jgswottr@esprit.com;2
13;23;9;3;4;369;17;12;19;261.756;87;0;1;3;1;0;0;70;169;25;p83z1511@esprit.com;8
10;22;9;3;4;361;52;3;18;261.756;87;0;1;1;1;0;4;80;172;27;f0yhjea4@esprit.com;8
32;4;10;5;4;289;48;29;28;284.853;91;0;1;0;0;0;2;108;172;36;5fhixgcb@esprit.com;1
25;11;10;5;4;235;16;8;20;284.853;91;0;3;0;0;0;0;75;178;25;3lelfmzd@esprit.com;3
24;26;10;6;4;246;25;16;24;284.853;91;0;1;0;1;0;0;67;170;23;bcxwjeuu@esprit.com;8
32;14;10;4;4;289;48;29;28;284.853;91;0;1;0;0;0;2;108;172;36;hg35m918@esprit.com;3
15;28;10;4;4;291;31;12;24;284.853;91;0;1;1;1;0;1;73;171;25;04yxwbok@esprit.com;2
34;23;10;3;4;118;10;10;22;284.853;91;0;1;0;0;0;0;83;172;28;e722rzas@esprit.com;2
32;23;10;5;4;289;48;29;28;284.853;91;0;1;0;0;0;2;108;172;36;37r1bgsj@esprit.com;2
15;23;10;6;4;291;31;12;24;284.853;91;0;1;1;1;0;1;73;171;25;5jembg0b@esprit.com;1
28;23;10;3;4;225;26;9;18;284.853;91;0;1;1;0;0;2;69;169;24;qzzdpu9v@esprit.com;2
13;23;10;3;4;369;17;12;19;284.853;91;0;1;3;1;0;0;70;169;25;k4ss4p2q@esprit.com;8
13;23;10;3;4;369;17;12;19;284.853;91;0;1;3;1;0;0;70;169;25;9y6zish3@esprit.com;3
28;23;10;3;4;225;26;9;18;284.853;91;0;1;1;0;0;2;69;169;24;9dhlxkl6@esprit.com;4
13;26;10;3;4;369;17;12;19;284.853;91;0;1;3;1;0;0;70;169;25;hj9ykp5y@esprit.com;8
3;28;10;4;4;179;51;18;23;284.853;91;0;1;0;1;0;0;89;170;31;g1mmqjs9@esprit.com;3
9;1;10;4;4;228;14;16;33;284.853;91;0;1;2;0;0;1;65;172;22;kpqiw6ib@esprit.com;1
15;23;10;4;4;291;31;12;24;284.853;91;0;1;1;1;0;1;73;171;25;br0635nf@esprit.com;1
13;10;10;5;4;369;17;12;19;284.853;91;0;1;3;1;0;0;70;169;25;6hxb5h6h@esprit.com;8
28;13;10;5;4;225;26;9;18;284.853;91;0;1;1;0;0;2;69;169;24;y6kivxl0@esprit.com;1
13;10;10;6;4;369;17;12;19;284.853;91;0;1;3;1;0;0;70;169;25;zamicjeb@esprit.com;8
28;10;10;6;4;225;26;9;18;284.853;91;0;1;1;0;0;2;69;169;24;bhh1308h@esprit.com;3
6;23;10;2;4;189;29;13;20;284.853;91;0;1;2;0;0;2;69;167;25;q7wqhhnm@esprit.com;8
25;6;10;2;4;235;16;8;20;284.853;91;0;3;0;0;0;0;75;178;25;2zxjaef4@esprit.com;8
33;10;10;2;4;248;25;14;27;284.853;91;0;1;2;0;0;1;86;165;32;0zxrt3gz@esprit.com;8
28;0;10;2;4;225;26;9;18;284.853;91;1;1;1;0;0;2;69;169;24;h5h3ziy8@esprit.com;0
28;13;10;3;4;225;26;9;18;284.853;91;0;1;1;0;0;2;69;169;24;yb43lpat@esprit.com;3
3;21;11;3;4;179;51;18;23;268.519;93;0;1;0;1;0;0;89;170;31;d1n4b7pu@esprit.com;1
34;28;11;4;4;118;10;10;22;268.519;93;0;1;0;0;0;0;83;172;28;poeoqz22@esprit.com;3
18;2;11;4;4;330;16;4;18;268.519;93;0;2;0;0;0;0;84;182;25;zthx2pca@esprit.com;24
3;28;11;6;4;179;51;18;23;268.519;93;0;1;0;1;0;0;89;170;31;x9dvfl99@esprit.com;1
34;9;11;3;4;118;10;10;22;268.519;93;0;1;0;0;0;0;83;172;28;wwtcnq70@esprit.com;8
11;24;11;4;4;289;36;13;20;268.519;93;0;1;2;1;0;1;90;172;30;yqtebyj3@esprit.com;8
25;1;11;6;4;235;16;8;20;268.519;93;0;3;0;0;0;0;75;178;25;qpkmqvjn@esprit.com;8
28;23;11;6;4;225;26;9;18;268.519;93;0;1;1;0;0;2;69;169;24;q71tqij4@esprit.com;4
10;22;11;3;4;361;52;3;18;268.519;93;0;1;1;1;0;4;80;172;27;pnfpmr65@esprit.com;8
15;28;11;4;4;291;31;12;24;268.519;93;0;1;1;1;0;1;73;171;25;bi9eb1y5@esprit.com;2
34;13;11;5;4;118;10;10;22;268.519;93;0;1;0;0;0;0;83;172;28;q4gdumr8@esprit.com;2
28;14;11;5;4;225;26;9;18;268.519;93;0;1;1;0;0;2;69;169;24;2od51wpc@esprit.com;3
3;28;11;2;4;179;51;18;23;268.519;93;0;1;0;1;0;0;89;170;31;sych9zdo@esprit.com;1
34;23;11;2;4;118;10;10;22;268.519;93;0;1;0;0;0;0;83;172;28;cuyw8oq9@esprit.com;8
34;8;11;3;4;118;10;10;22;268.519;93;0;1;0;0;0;0;83;172;28;n5c0k0l8@esprit.com;8
28;23;11;3;4;225;26;9;18;268.519;93;0;1;1;0;0;2;69;169;24;xq46cp8z@esprit.com;2
15;0;11;3;4;291;31;12;24;268.519;93;1;1;1;1;0;1;73;171;25;9j5pngw9@esprit.com;0
11;0;11;4;4;289;36;13;20;268.519;93;1;1;2;1;0;1;90;172;30;q888hpsr@esprit.com;0
33;14;11;5;4;248;25;14;27;268.519;93;0;1;2;0;0;1;86;165;32;u5aklws6@esprit.com;4
5;0;11;5;4;235;20;13;25;268.519;93;1;1;1;1;0;0;106;167;38;3tdnm292@esprit.com;0
28;23;11;6;4;225;26;9;18;268.519;93;0;1;1;0;0;2;69;169;24;644f8asd@esprit.com;2
13;26;11;6;4;369;17;12;19;268.519;93;0;1;3;1;0;0;70;169;25;moxas8zh@esprit.com;8
10;28;11;2;4;361;52;3;18;268.519;93;0;1;1;1;0;4;80;172;27;lq3way6w@esprit.com;2
3;13;12;3;4;179;51;18;23;280.549;98;0;1;0;1;0;0;89;170;31;afubcvnt@esprit.com;32
15;28;12;4;4;291;31;12;24;280.549;98;0;1;1;1;0;1;73;171;25;nw4sog16@esprit.com;1
28;23;12;4;4;225;26;9;18;280.549;98;0;1;1;0;0;2;69;169;24;6eqk7jl5@esprit.com;3
22;13;12;6;4;179;26;9;19;280.549;98;0;3;0;0;0;0;56;171;19;7smws1qe@esprit.com;1
28;23;12;6;4;225;26;9;18;280.549;98;0;1;1;0;0;2;69;169;24;ifbnxjav@esprit.com;3
28;23;12;4;4;225;26;9;18;280.549;98;0;1;1;0;0;2;69;169;24;3qzisc23@esprit.com;3
10;14;12;5;4;361;52;3;18;280.549;98;0;1;1;1;0;4;80;172;27;oh00481y@esprit.com;4
17;18;12;6;4;179;22;17;24;280.549;98;0;2;2;0;1;0;63;170;22;xn597fl3@esprit.com;2
5;26;12;6;4;235;20;13;25;280.549;98;0;1;1;1;0;0;106;167;38;2ndj6fph@esprit.com;8
12;18;12;2;4;233;51;1;19;280.549;98;0;2;1;1;0;8;68;178;21;dv6bosfy@esprit.com;8
22;13;12;3;4;179;26;9;19;280.549;98;0;3;0;0;0;0;56;171;19;pv7x4d53@esprit.com;16
28;23;12;3;4;225;26;9;18;280.549;98;0;1;1;0;0;2;69;169;24;shfyf6ag@esprit.com;2
28;23;12;5;4;225;26;9;18;280.549;98;0;1;1;0;0;2;69;169;24;x9b0d4py@esprit.com;3
28;23;12;2;4;225;26;9;18;280.549;98;0;1;1;0;0;2;69;169;24;jh9zaedh@esprit.com;2
14;18;12;3;2;155;12;14;21;280.549;98;0;1;2;1;0;0;95;196;25;xoewyo7n@esprit.com;80
22;12;1;2;2;179;26;9;19;313.532;96;0;3;0;0;0;0;56;171;19;842b95az@esprit.com;24
22;12;1;5;2;179;26;9;19;313.532;96;0;3;0;0;0;0;56;171;19;ftamgjdy@esprit.com;16
17;25;1;5;2;179;22;17;24;313.532;96;0;2;2;0;1;0;63;170;22;scm3b92u@esprit.com;2
17;25;1;6;2;179;22;17;24;313.532;96;0;2;2;0;1;0;63;170;22;blk330p7@esprit.com;2
22;13;1;2;2;179;26;9;19;313.532;96;0;3;0;0;0;0;56;171;19;ix0rae79@esprit.com;3
17;25;1;4;2;179;22;17;24;313.532;96;0;2;2;0;1;0;63;170;22;36by8lyh@esprit.com;2
32;10;1;5;2;289;48;29;28;313.532;96;0;1;0;0;0;2;108;172;36;46hjbbqc@esprit.com;8
17;18;1;6;2;179;22;17;24;313.532;96;0;2;2;0;1;0;63;170;22;svo364gr@esprit.com;3
22;27;1;2;2;179;26;9;19;313.532;96;0;3;0;0;0;0;56;171;19;01mgkaye@esprit.com;2
14;18;1;3;2;155;12;14;21;313.532;96;0;1;2;1;0;0;95;196;25;lmxm6gos@esprit.com;8
22;27;1;4;2;179;26;9;19;313.532;96;0;3;0;0;0;0;56;171;19;vnh4xs0x@esprit.com;2
3;27;1;4;2;179;51;18;23;313.532;96;0;1;0;1;0;0;89;170;31;1yq9m6ex@esprit.com;3
11;13;1;4;2;289;36;13;20;313.532;96;0;1;2;1;0;1;90;172;30;zzlal1wc@esprit.com;8
3;27;1;5;2;179;51;18;23;313.532;96;0;1;0;1;0;0;89;170;31;4bfi2a00@esprit.com;3
3;27;1;6;2;179;51;18;23;313.532;96;0;1;0;1;0;0;89;170;31;pfdr6d9d@esprit.com;2
3;13;2;3;2;179;51;18;23;264.249;97;0;1;0;1;0;0;89;170;31;8x0zjca4@esprit.com;8
28;23;2;3;2;225;26;9;18;264.249;97;0;1;1;0;0;2;69;169;24;v1t335dy@esprit.com;3
33;1;2;4;2;248;25;14;27;264.249;97;0;1;2;0;0;1;86;165;32;xamwyy9d@esprit.com;8
3;27;2;4;2;179;51;18;23;264.249;97;0;1;0;1;0;0;89;170;31;m1egxkz4@esprit.com;2
28;28;2;5;2;225;26;9;18;264.249;97;0;1;1;0;0;2;69;169;24;u5jfd9zl@esprit.com;3
3;27;2;5;2;179;51;18;23;264.249;97;0;1;0;1;0;0;89;170;31;36b681ab@esprit.com;2
22;27;2;5;2;179;26;9;19;264.249;97;0;3;0;0;0;0;56;171;19;y7dtjh9t@esprit.com;2
29;28;2;6;2;225;15;15;24;264.249;97;0;4;2;1;0;2;94;182;28;b3483vos@esprit.com;2
3;27;2;6;2;179;51;18;23;264.249;97;0;1;0;1;0;0;89;170;31;a0t5retq@esprit.com;2
12;19;2;2;2;233;51;1;19;264.249;97;0;2;1;1;0;8;68;178;21;p0nmonss@esprit.com;2
3;27;2;2;2;179;51;18;23;264.249;97;0;1;0;1;0;0;89;170;31;rocxpayl@esprit.com;2
28;7;2;3;2;225;26;9;18;264.249;97;0;1;1;0;0;2;69;169;24;n4hogvnj@esprit.com;8
3;27;2;4;2;179;51;18;23;264.249;97;0;1;0;1;0;0;89;170;31;jjoqzpse@esprit.com;3
3;27;2;5;2;179;51;18;23;264.249;97;0;1;0;1;0;0;89;170;31;rcayryrw@esprit.com;3
28;25;2;5;2;225;26;9;18;264.249;97;0;1;1;0;0;2;69;169;24;9ggr158c@esprit.com;3
22;13;2;5;2;179;26;9;19;264.249;97;0;3;0;0;0;0;56;171;19;j0vq99qd@esprit.com;2
17;23;2;6;2;179;22;17;24;264.249;97;0;2;2;0;1;0;63;170;22;g6o2qwnc@esprit.com;2
3;27;2;6;2;179;51;18;23;264.249;97;0;1;0;1;0;0;89;170;31;70f48r0o@esprit.com;3
12;12;2;4;2;233;51;1;19;264.249;97;0;2;1;1;0;8;68;178;21;djdiqffl@esprit.com;3
22;27;2;4;2;179;26;9;19;264.249;97;0;3;0;0;0;0;56;171;19;215ihgv6@esprit.com;2
3;27;2;4;2;179;51;18;23;264.249;97;0;1;0;1;0;0;89;170;31;skgthu8a@esprit.com;2
3;13;2;5;2;179;51;18;23;264.249;97;0;1;0;1;0;0;89;170;31;v6xvdlwu@esprit.com;8
3;27;2;6;2;179;51;18;23;264.249;97;0;1;0;1;0;0;89;170;31;1teyrfdj@esprit.com;2
14;25;2;2;2;155;12;14;21;264.249;97;0;1;2;1;0;0;95;196;25;ezdq9gr9@esprit.com;5
25;25;2;2;2;235;16;8;20;264.249;97;0;3;0;0;0;0;75;178;25;b53ioigm@esprit.com;3
3;27;2;2;2;179;51;18;23;264.249;97;0;1;0;1;0;0;89;170;31;v19ig21a@esprit.com;2
28;7;2;2;2;225;26;9;18;264.249;97;0;1;1;0;0;2;69;169;24;tiitacwy@esprit.com;2
3;27;2;3;2;179;51;18;23;264.249;97;0;1;0;1;0;0;89;170;31;0kzeif9p@esprit.com;2
33;23;2;3;2;248;25;14;27;264.249;97;0;1;2;0;0;1;86;165;32;7cbzo6tn@esprit.com;2
28;25;2;3;2;225;26;9;18;264.249;97;0;1;1;0;0;2;69;169;24;lcfrs369@esprit.com;2
3;27;2;4;2;179;51;18;23;264.249;97;0;1;0;1;0;0;89;170;31;miu7th8u@esprit.com;2
3;27;2;5;2;179;51;18;23;264.249;97;0;1;0;1;0;0;89;170;31;ng95walz@esprit.com;2
25;25;2;6;2;235;16;8;20;264.249;97;0;3;0;0;0;0;75;178;25;q4rvucnk@esprit.com;2
3;27;3;2;2;179;51;18;23;222.196;99;0;1;0;1;0;0;89;170;31;1q36ghs5@esprit.com;2
33;23;3;2;2;248;25;14;27;222.196;99;0;1;2;0;0;1;86;165;32;49d80gf9@esprit.com;2
9;25;3;3;2;228;14;16;33;222.196;99;0;1;2;0;0;1;65;172;22;ocp6w0qg@esprit.com;3
33;25;3;3;2;248;25;14;27;222.196;99;0;1;2;0;0;1;86;165;32;cmxz92zm@esprit.com;3
9;12;3;3;2;228;14;16;33;222.196;99;0;1;2;0;0;1;65;172;22;53lqsjxe@esprit.com;112
3;27;3;4;2;179;51;18;23;222.196;99;0;1;0;1;0;0;89;170;31;rjo8iacu@esprit.com;2
28;27;3;5;2;225;26;9;18;222.196;99;0;1;1;0;0;2;69;169;24;gv7awhr1@esprit.com;2
3;27;3;5;2;179;51;18;23;222.196;99;0;1;0;1;0;0;89;170;31;6fwpkxmn@esprit.com;3
28;25;3;5;2;225;26;9;18;222.196;99;0;1;1;0;0;2;69;169;24;jp2tpcpe@esprit.com;2
22;27;3;6;2;179;26;9;19;222.196;99;0;3;0;0;0;0;56;171;19;ld080c61@esprit.com;3
25;25;3;2;2;235;16;8;20;222.196;99;0;3;0;0;0;0;75;178;25;lzjtetmm@esprit.com;3
10;19;3;2;2;361;52;3;18;222.196;99;0;1;1;1;0;4;80;172;27;jg35dcpf@esprit.com;8
3;13;3;3;2;179;51;18;23;222.196;99;0;1;0;1;0;0;89;170;31;dh32822i@esprit.com;8
3;27;3;4;2;179;51;18;23;222.196;99;0;1;0;1;0;0;89;170;31;mgtjwrz5@esprit.com;2
3;27;3;5;2;179;51;18;23;222.196;99;0;1;0;1;0;0;89;170;31;yezi1hn2@esprit.com;3
22;27;3;6;2;179;26;9;19;222.196;99;0;3;0;0;0;0;56;171;19;6njd5fab@esprit.com;2
3;10;3;2;2;179;51;18;23;222.196;99;0;1;0;1;0;0;89;170;31;1oyk7i50@esprit.com;4
33;13;3;2;2;248;25;14;27;222.196;99;0;1;2;0;0;1;86;165;32;hd38fi6g@esprit.com;2
3;27;3;2;2;179;51;18;23;222.196;99;0;1;0;1;0;0;89;170;31;lo85n5sy@esprit.com;3
28;7;3;2;2;225;26;9;18;222.196;99;0;1;1;0;0;2;69;169;24;9k6fjl7v@esprit.com;8
3;27;3;3;2;179;51;18;23;222.196;99;0;1;0;1;0;0;89;170;31;aev50qqy@esprit.com;2
11;23;3;4;2;289;36;13;20;222.196;99;0;1;2;1;0;1;90;172;30;1w0nl3n3@esprit.com;8
9;25;3;4;2;228;14;16;33;222.196;99;0;1;2;0;0;1;65;172;22;x3lpqbti@esprit.com;2
3;27;3;4;2;179;51;18;23;222.196;99;0;1;0;1;0;0;89;170;31;4tx70t5q@esprit.com;2
33;23;3;5;2;248;25;14;27;222.196;99;0;1;2;0;0;1;86;165;32;n8jntwf6@esprit.com;3
3;27;3;5;2;179;51;18;23;222.196;99;0;1;0;1;0;0;89;170;31;3ee54hww@esprit.com;3
22;23;3;6;2;179;26;9;19;222.196;99;0;3;0;0;0;0;56;171;19;bxrqmrty@esprit.com;2
3;27;3;6;2;179;51;18;23;222.196;99;0;1;0;1;0;0;89;170;31;ifnpm6jk@esprit.com;3
3;27;3;3;3;179;51;18;23;222.196;99;0;1;0;1;0;0;89;170;31;68vy8duh@esprit.com;3
16;23;3;4;3;118;15;24;27;222.196;99;0;1;2;1;1;0;75;175;25;h9navq51@esprit.com;8
14;13;3;4;3;155;12;14;21;222.196;99;0;1;2;1;0;0;95;196;25;eb19i5op@esprit.com;24
3;27;3;4;3;179;51;18;23;222.196;99;0;1;0;1;0;0;89;170;31;0uh4jj5k@esprit.com;3
3;27;3;5;3;179;51;18;23;222.196;99;0;1;0;1;0;0;89;170;31;ikjse22n@esprit.com;3
22;13;3;2;3;179;26;9;19;222.196;99;0;3;0;0;0;0;56;171;19;ur54zrqo@esprit.com;2
11;19;3;2;3;289;36;13;20;222.196;99;0;1;2;1;0;1;90;172;30;w9vikssr@esprit.com;104
13;22;3;4;3;369;17;12;19;222.196;99;0;1;3;1;0;0;70;169;25;nmmq6361@esprit.com;8
28;13;4;2;3;225;26;9;18;246.288;91;0;1;1;0;0;2;69;169;24;izkw0yhs@esprit.com;8
34;10;4;2;3;118;10;10;22;246.288;91;0;1;0;0;0;0;83;172;28;d7t3wbkg@esprit.com;8
10;19;4;3;3;361;52;3;18;246.288;91;0;1;1;1;0;4;80;172;27;55lzy30n@esprit.com;8
33;19;4;4;3;248;25;14;27;246.288;91;0;1;2;0;0;1;86;165;32;l6wibp63@esprit.com;8
6;13;4;5;3;189;29;13;20;246.288;91;0;1;2;0;0;2;69;167;25;x7uz9btq@esprit.com;8
22;27;4;6;3;179;26;9;19;246.288;91;0;3;0;0;0;0;56;171;19;wjlg7804@esprit.com;2
13;7;4;2;3;369;17;12;19;246.288;91;0;1;3;1;0;0;70;169;25;gg8o2y5s@esprit.com;24
17;16;4;3;3;179;22;17;24;246.288;91;0;2;2;0;1;0;63;170;22;w4gxygt7@esprit.com;2
36;23;4;3;3;118;13;18;29;246.288;91;0;1;1;1;0;0;98;178;31;061n01bp@esprit.com;3
10;23;4;3;3;361;52;3;18;246.288;91;0;1;1;1;0;4;80;172;27;pcxeyrkz@esprit.com;2
34;10;4;4;3;118;10;10;22;246.288;91;0;1;0;0;0;0;83;172;28;iiulwpc3@esprit.com;2
1;22;4;6;3;235;11;14;22;246.288;91;0;3;1;0;0;1;88;172;29;msi550vk@esprit.com;8
22;27;4;6;3;179;26;9;19;246.288;91;0;3;0;0;0;0;56;171;19;boe6zyuo@esprit.com;2
28;19;4;2;3;225;26;9;18;246.288;91;0;1;1;0;0;2;69;169;24;vvqgbiey@esprit.com;8
25;16;4;3;3;235;16;8;20;246.288;91;0;3;0;0;0;0;75;178;25;lgq922ew@esprit.com;3
22;27;4;6;3;179;26;9;19;246.288;91;0;3;0;0;0;0;56;171;19;ncwyv05m@esprit.com;2
14;28;4;3;3;155;12;14;21;246.288;91;0;1;2;1;0;0;95;196;25;7bx6mnpp@esprit.com;4
28;19;4;5;3;225;26;9;18;246.288;91;0;1;1;0;0;2;69;169;24;mhgotw7y@esprit.com;8
36;14;4;5;3;118;13;18;29;246.288;91;0;1;1;1;0;0;98;178;31;qaqiuv7b@esprit.com;2
22;27;4;6;3;179;26;9;19;246.288;91;0;3;0;0;0;0;56;171;19;dnjc88g9@esprit.com;2
1;22;5;2;3;235;11;14;22;237.656;99;0;3;1;0;0;1;88;172;29;rqerwti9@esprit.com;8
29;19;5;4;3;225;15;15;24;237.656;99;0;4;2;1;0;2;94;182;28;w01qcz81@esprit.com;3
25;28;5;4;3;235;16;8;20;237.656;99;0;3;0;0;0;0;75;178;25;euzayx85@esprit.com;2
34;8;5;4;3;118;10;10;22;237.656;99;0;1;0;0;0;0;83;172;28;b1r64et3@esprit.com;3
5;26;5;4;3;235;20;13;25;237.656;99;0;1;1;1;0;0;106;167;38;c7jva0wo@esprit.com;8
22;13;5;5;3;179;26;9;19;237.656;99;0;3;0;0;0;0;56;171;19;px87yvt7@esprit.com;1
15;28;5;5;3;291;31;12;24;237.656;99;0;1;1;1;0;1;73;171;25;6oxnnuge@esprit.com;2
29;14;5;5;3;225;15;15;24;237.656;99;0;4;2;1;0;2;94;182;28;f3y0t39r@esprit.com;8
26;19;5;6;3;300;26;13;25;237.656;99;0;1;2;1;1;1;77;175;25;b0mjs2up@esprit.com;64
29;22;5;6;3;225;15;15;24;237.656;99;0;4;2;1;0;2;94;182;28;r1xpuy0p@esprit.com;8
22;27;5;6;3;179;26;9;19;237.656;99;0;3;0;0;0;0;56;171;19;atq3qowl@esprit.com;2
36;23;5;2;3;118;13;18;29;237.656;99;0;1;1;1;0;0;98;178;31;unevgkmj@esprit.com;2
36;5;5;3;3;118;13;18;29;237.656;99;0;1;1;1;0;0;98;178;31;cqybuyxw@esprit.com;3
34;28;5;3;3;118;10;10;22;237.656;99;0;1;0;0;0;0;83;172;28;s0omaw88@esprit.com;1
36;0;5;3;3;118;13;18;29;237.656;99;1;1;1;1;0;0;98;178;31;4xstejrs@esprit.com;0
22;27;5;4;3;179;26;9;19;237.656;99;0;3;0;0;0;0;56;171;19;guhur5nf@esprit.com;2
23;0;5;4;3;378;49;11;22;237.656;99;1;1;2;0;1;4;65;174;21;fkmefw41@esprit.com;0
17;16;5;6;3;179;22;17;24;237.656;99;0;2;2;0;1;0;63;170;22;yg49zwkz@esprit.com;1
14;10;5;2;3;155;12;14;21;237.656;99;0;1;2;1;0;0;95;196;25;bsaxm88v@esprit.com;48
25;10;5;2;3;235;16;8;20;237.656;99;0;3;0;0;0;0;75;178;25;vggbc95q@esprit.com;8
15;22;5;4;3;291;31;12;24;237.656;99;0;1;1;1;0;1;73;171;25;7r71n7ev@esprit.com;8
17;10;5;4;3;179;22;17;24;237.656;99;0;2;2;0;1;0;63;170;22;sylesdmq@esprit.com;8
28;6;5;4;3;225;26;9;18;237.656;99;0;1;1;0;0;2;69;169;24;8opkern6@esprit.com;3
18;10;5;5;3;330;16;4;18;237.656;99;0;2;0;0;0;0;84;182;25;ak13m53s@esprit.com;8
25;23;5;5;3;235;16;8;20;237.656;99;0;3;0;0;0;0;75;178;25;jgk1c1ea@esprit.com;2
15;28;5;5;3;291;31;12;24;237.656;99;0;1;1;1;0;1;73;171;25;lx1uazha@esprit.com;2
22;27;5;6;3;179;26;9;19;237.656;99;0;3;0;0;0;0;56;171;19;3jwxiveo@esprit.com;2
10;7;5;2;3;361;52;3;18;237.656;99;0;1;1;1;0;4;80;172;27;xtiwkyu2@esprit.com;8
14;23;5;4;3;155;12;14;21;237.656;99;0;1;2;1;0;0;95;196;25;5zv00o43@esprit.com;2
17;25;5;6;3;179;22;17;24;237.656;99;0;2;2;0;1;0;63;170;22;vomo2zfq@esprit.com;8
14;10;5;6;3;155;12;14;21;237.656;99;0;1;2;1;0;0;95;196;25;v2fqgdr1@esprit.com;8
28;11;5;2;3;225;26;9;18;237.656;99;0;1;1;0;0;2;69;169;24;ennk5xj4@esprit.com;1
16;7;6;4;3;118;15;24;27;275.089;96;0;1;2;1;1;0;75;175;25;8wd5rq5f@esprit.com;8
22;27;6;4;3;179;26;9;19;275.089;96;0;3;0;0;0;0;56;171;19;vmha3zzk@esprit.com;3
34;26;6;6;3;118;10;10;22;275.089;96;0;1;0;0;0;0;83;172;28;mcefo43k@esprit.com;8
34;10;6;4;3;118;10;10;22;275.089;96;0;1;0;0;0;0;83;172;28;2vljfabr@esprit.com;8
23;22;6;5;3;378;49;11;22;275.089;96;0;1;2;0;1;4;65;174;21;2aegrrmk@esprit.com;8
36;19;6;5;3;118;13;18;29;275.089;96;0;1;1;1;0;0;98;178;31;z048vasv@esprit.com;24
12;19;6;6;3;233;51;1;19;275.089;96;0;2;1;1;0;8;68;178;21;jw6m7pbm@esprit.com;8
22;27;6;6;3;179;26;9;19;275.089;96;0;3;0;0;0;0;56;171;19;nzw5pobu@esprit.com;2
2;0;6;2;3;235;29;12;28;275.089;96;1;1;1;0;1;5;88;163;33;t5q6l1s6@esprit.com;0
21;0;6;2;3;268;11;8;20;275.089;96;1;2;0;0;0;0;79;178;25;2pl94rqv@esprit.com;0
36;19;6;5;3;118;13;18;29;275.089;96;0;1;1;1;0;0;98;178;31;nhsfgopn@esprit.com;3
22;13;6;5;3;179;26;9;19;275.089;96;0;3;0;0;0;0;56;171;19;dvxqvghq@esprit.com;2
